ITEM,CEST,NCM,Descrição,MVA Ajustado,MVA Original
12.33,19.033.00,7607.11.90,Papel laminado e papel espelho,"120,06% (Alíq. 4%) 
113,19% (Alíq. 7%) 
101,72% (Alíq. 12%)","82,24%”"
15.1,23.001.00,2105,Sorvetes de qualquer espécie,"105,28% (Alíq. 4%) 
98,87% (Alíq. 7%)",70%
16.1,24.001.00,"3208, 3209 e 
3210","Tintas, vernizes","63,02% (Aliq. 4%) 
57,92% (Alíq. 7%) 
49,43% (Alíq. 12%)",35%
16.2,24.002.00,"2821, 3204.17 
e 3206","Xadrez e pós assemelhados, em embalagem de conteúdo inferior ou igual a 1 kg, exceto pigmentos à base de dióxido de titânio classificados no código NCM 3206.11.10","63,02% (Aliq. 4%) 
57,92% (Alíq. 7%) 
49,43% (Alíq. 12%)",35%
16.2.1,24.002.01,"2821, 3204.17 
e 3206","Xadrez e pós assemelhados, em embalagem de conteúdo superior a 1 kg, exceto pigmentos à base de dióxido de titânio classificados no código NCM 3206.11.10","63,02% (Aliq. 4%) 
57,92% (Alíq. 7%) 
49,43% (Alíq. 12%)",35%
16.3,24.003.00,"3204, 3205, 
3206 e 3212","Corantes para aplicação em bases, tintas e vernizes","81,13% (Alíq. 4%) 
75,47% (Alíq. 7%) 
66,04% (Alíq. 12%)",50%
17.1,25.001.00,8702.1,"Veículos automóveis para transporte de 10 pessoas ou mais, incluindo o motorista, unicamente com motor de pistão, de ignição por compressão (diesel ou semidiesel), com volume interno de habitáculo, destinado a passageiros e motorista, superior a 6m³, mas inferior a 9m³","41,82% (Alíq. 4%) 
37,39% (Alíq. 7%) 
30,00% (Alíq.12%)",30%
17.2,25.002.00,8702.40.9,"Veículos automóveis para transporte de 10 pessoas ou mais, incluindo o motorista, unicamente com motor elétrico para propulsão, com volume interno de habitáculo, destinado a passageiros e motorista, superior a 6 m³, mas inferior a 9 m³","41,82% (Alíq. 4%) 
37,39% (Alíq. 7%) 
30% (Alíq. 12%)",30%
17.3,25.003.00,8703.21,"Automóveis unicamente com motor de pistão alternativo de ignição por centelha (faísca*), de cilindrada não superior a 1000 cm³","41,82% (Alíq. 4%) 
37,39% (Alíq. 7%) 
30% (Alíq. 12%)",30%
17.4,25.004.00,8703.22.1,"Automóveis unicamente com motor de pistão alternativo de ignição por centelha (faísca*), de cilindrada superior a 1000 cm³, mas não superior a 1500 cm³, com capacidade de transporte de pessoas sentadas inferior ou igual a 6, incluído o condutor, exceto carro celular","41,82% (Alíq. 4%) 
37,39% (Alíq. 7%) 
30% (Alíq. 12%)",30%
17.5,25.005.00,8703.22.9,"Outros automóveis unicamente com motor de pistão alternativo de ignição por centelha (faísca*), de cilindrada superior a 1000 cm³, mas não superior a 1500 cm³, exceto","41,82% (Alíq. 4%) 
37,39% (Alíq. 7%) 
30% (Alíq. 12%)",30%
17.6,25.006.00,8703.23.1,"Automóveis unicamente com motor de pistão alternativo de ignição por centelha (faísca*), de cilindrada superior a 1500 cm³, mas não superior a 3000 cm³, com capacidade de transporte de pessoas sentadas inferior ou igual a 6, incluído o condutor, exceto carro celular, carro funerário e automóveis de corrida","41,82% (Alíq. 4%) 
37,39% (Alíq. 7%) 
30% (Alíq. 12%)",30%
17.7,25.007.00,8703.23.9,"Outros automóveis unicamente com motor de pistão alternativo de ignição por centelha (faísca*), de cilindrada superior a 1500 cm³, mas não superior a 3000 cm³, exceto carro celular, carro funerário e automóveis de corrida","41,82% (Alíq. 4%) 
37,39% (Alíq. 7%) 
30% (Alíq. 12%)",30%
17.8,25.008.00,8703.24.1,"Automóveis unicamente com motor de pistão alternativo de ignição por centelha (faísca*), de cilindrada superior a 3000 cm³, com capacidade de transporte de pessoas sentadas inferior ou igual a 6, incluído o condutor, exceto carro celular, carro funerário e automóveis de corrida","41,82% (Alíq. 4%) 
37,39% (Alíq. 7%) 
30% (Alíq. 12%)",30%
17.9,25.009.00,8703.24.9,"Outros automóveis unicamente com motor de pistão alternativo de ignição por centelha (faísca*), de cilindrada superior a 3000 cm³, exceto carro celular, carro funerário e automóveis de corrida","41,82% (Alíq. 4%) 
37,39% (Alíq. 7%) 
30% (Alíq. 12%)",30%
17.10,25.010.00,8703.32.1,"Automóveis unicamente com motor diesel ou semidiesel, de cilindrada superior a 1500 cm³, mas não superior a 2500 cm³, com capacidade de transporte de pessoas sentadas inferior ou igual a 6, incluído o condutor, exceto ambulância, carro celular e carro funerário","41,82% (Alíq. 4%) 
37,39% (Alíq. 7%) 
30% (Alíq. 12%)",30%
17.11,25.011.00,8703.32.9,"Outros automóveis unicamente com motor diesel ou semidiesel, de cilindrada superior a 1500 cm³, mas não superior a 2500 cm³, exceto ambulância, carro celular e carro funerário","41,82% (Alíq. 4%) 
37,39% (Alíq. 7%) 
30% (Alíq. 12%)",30%
17.12,25.012.00,8703.33.1,"Automóveis unicamente com motor diesel ou semidiesel, de cilindrada superior a 2500 cm³, com capacidade de transporte de pessoas sentadas inferior ou igual a 6, incluído o condutor, exceto carro celular e carro funerário","41,82% (Alíq. 4%) 
37,39% (Alíq. 7%) 
30% (Alíq. 12%)",30%
17.13,25.013.00,8703.33.9,"Outros automóveis unicamente com motor diesel ou semidiesel, de cilindrada superior a 2500 cm³, exceto carro celular e carro funerário","41,82% (Alíq. 4%) 
37,39% (Alíq. 7%) 
30% (Alíq. 12%)",30%
17.14,25.014.00,8704.21.1,"Veículos automóveis para transporte de mercadorias, de peso em carga máxima não superior a 5 toneladas, chassis com motor diesel ou semidiesel e cabina, exceto caminhão de peso em carga máxima superior a 3,9 toneladas","41,82% (Alíq. 4%) 
37,39% (Alíq. 7%) 
30% (Alíq. 12%)",30%
17.15,25.015.00,8704.21.2,"Veículos automóveis para transporte de mercadorias, de peso em carga máxima não superior a 5 toneladas, com motor diesel ou semidiesel, com caixa basculante, exceto caminhão de peso em carga máxima superior a 3,9 toneladas","41,82% (Alíq. 4%) 
37,39% (Alíq. 7%) 
30% (Alíq. 12%)",30%
17.16,25.016.00,8704.21.3,"Veículos automóveis para transporte de mercadorias, de peso em carga máxima não superior a 5 toneladas, frigoríficos ou isotérmicos, com motor diesel ou semidiesel, exceto caminhão de peso em carga máxima superior a 3,9 toneladas","41,82% (Alíq. 4%) 
37,39% (Alíq. 7%) 
30% (Alíq. 12%)",30%
17.17,25.017.00,8704.21.9,"Outros veículos automóveis para transporte de mercadorias, de peso em carga máxima não superior a 5 toneladas, com motor diesel ou semidiesel, exceto carro-forte para transporte de valores e caminhão de peso em carga máxima superior a 3,9 toneladas","41,82% (Alíq. 4%) 
37,39% (Alíq. 7%) 
30% (Alíq. 12%)",30%
17.18,25.018.00,8704.31.1,"Veículos automóveis para transporte de mercadorias, de peso em carga máxima não superior a 5 toneladas, com motor a explosão, chassis e cabina, exceto caminhão de peso em carga máxima superior a 3,9 toneladas","41,82% (Alíq. 4%) 
37,39% (Alíq. 7%) 
30% (Alíq. 12%)",30%
17.19,25.019.00,8704.31.2,"Veículos automóveis para transporte de mercadorias, de peso em carga máxima não superior a 5 toneladas, com motor explosão com caixa basculante, exceto caminhão de peso em carga máxima superior a 3,9 toneladas","41,82% (Alíq. 4%) 
37,39% (Alíq. 7%) 
30% (Alíq. 12%)",30%
17.20,25.020.00,8704.31.3,"Veículos automóveis para transporte de mercadorias, de peso em carga máxima não superior a 5 toneladas, frigoríficos ou isotérmicos com motor explosão, exceto caminhão de peso em carga máxima superior a 3,9 toneladas","41,82% (Alíq. 4%) 
37,39% (Alíq. 7%) 
30% (Alíq. 12%)",30%
17.21,25.021.00,8704.31.9,"Outros veículos automóveis para transporte de mercadorias, de peso em carga máxima não superior a 5 toneladas, com motor a explosão, exceto carro-forte para transporte de valores e caminhão de peso em carga máxima superior a 3,9 toneladas","41,82% (Alíq. 4%) 
37,39% (Alíq. 7%) 
30% (Alíq. 12%)",30%
17.22,25.022.00,8702.2,"Veículos automóveis para transporte de 10 pessoas ou mais, incluindo o motorista, com motor de pistão, de ignição por compressão (diesel ou semidiesel) e um motor elétrico, com","41,82% (Alíq. 4%) 
37,39% (Alíq. 7%) 
30% (Alíq. 12%)",30%
17.23,25.023.00,8702.3,"Veículos automóveis para transporte de 10 pessoas ou mais, incluindo o motorista, com motor de pistão alternativo, de ignição por centelha (faísca) e um motor elétrico, com volume interno de habitáculo, destinado a passageiros e motorista, superior a 6 m³, mas inferior a 9 m³","41,82% (Alíq. 4%) 
37,39% (Alíq. 7%) 
30% (Alíq. 12%)",30%
17.24,25.024.00,8702.9,"Outros veículos automóveis para transporte de 10 pessoas ou mais, incluindo o motorista, com volume interno de habitáculo, destinado a passageiros e motorista, superior a 6 m³, mas inferior a 9 m³","41,82% (Alíq. 4%) 
37,39% (Alíq. 7%) 
30% (Alíq. 12%)",30%
17.25,25.025.00,8703.4,"Automóveis equipados para propulsão, simultaneamente, com um motor de pistão alternativo de ignição por centelha (faísca*) e um motor elétrico, exceto os suscetíveis de serem carregados por conexão a uma fonte externa de energia elétrica, o carro celular e o carro funerário","41,82% (Alíq. 4%) 
37,39% (Alíq. 7%) 
30,00% (Alíq. 12%)","30% 
Ver Conv. ICMS 
51/00"
17.26,25.026.00,8703.5,"Automóveis equipados para propulsão, simultaneamente, com um motor de pistão por compressão (diesel ou semidiesel) e um motor elétrico, exceto os suscetíveis de serem carregados por conexão a uma fonte externa de energia elétrica, exceto o carro celular e o carro funerário","41,82% (Alíq. 4%) 
37,39% (Alíq. 7%) 
30,00% (Alíq. 12%) 
Ver Conv. ICMS 51/00","30% 
Ver Conv. ICMS 
51/00"
17.27,25.027.00,8703.6,"Automóveis equipados para propulsão, simultaneamente, com um motor de pistão alternativo de ignição por centelha (faísca*) e um motor elétrico, suscetíveis de serem carregados por conexão a uma fonte externa de energia elétrica, exceto o carro celular e o carro funerário","41,82% (Alíq. 4%) 
37,39% (Alíq. 7%) 
30,00% (Alíq. 12%) 
Ver Conv. ICMS 51/00","30% 
Ver Conv. ICMS 
51/00"
17.28,25.028.00,8703.7,"Automóveis equipados para propulsão, simultaneamente, com um motor de pistão por compressão (diesel ou semidiesel) e um motor elétrico, suscetíveis de serem carregados por conexão a uma fonte externa de energia elétrica, exceto o carro celular e o carro funerário","41,82% (Alíq. 4%) 
37,39% (Alíq. 7%) 
30,00% (Alíq. 12%) 
Ver Conv. ICMS 51/00","30% 
Ver Conv. ICMS 
51/00"
17.29,25.029.00,8703.80.00,"Outros veículos, equipados unicamente com motor elétrico para propulsão","41,82% (Alíq. 4%) 
37,39% (Alíq. 7%) 
30,00% (Alíq. 12%) 
Ver Conv. ICMS 51/00","30% 
Ver Conv. ICMS 
51/00"
17.30,25.030.00,8704.41,"Outros veículos para transportes de mercadorias equipados para propulsão, simultaneamente, com motor de pistão de ignição por compressão (diesel ou semidiesel) e motor elétrico de peso em carga máxima (bruto) não superior a 5 toneladas, exceto caminhão de peso em carga máxima superior a 3,9 toneladas","41,82% (Alíq. 4%) 
37,39% (Alíq. 7%) 
30,00% (Alíq. 12%)","30% 
Ver Conv. ICMS 51/00  Ver Conv. ICMS 51/00"
17.31,25.031.00,8704.51,"Outros veículos para transportes de mercadorias equipados para propulsão, simultaneamente, com motor de pistão de ignição por","41,82% (Alíq. 4%) 
37,39% (Alíq. 7%)",30%
17.32,25.032.00,8704.60.00,"Outros veículos para transporte de mercadorias, unicamente com motor elétrico para propulsão, exceto veículo de peso em carga máxima superior a 3,9 toneladas","41,82% (Alíq. 4%) 
37,39% (Alíq. 7%) 
30,00% (Alíq.12%)",30%
18.1,26.001.00,8711,"Motocicletas (incluídos os ciclomotores) e outros ciclos equipados com motor auxiliar, mesmo com carro lateral, exceto os classificados no CEST 26.001.01; carros laterais.","46,18% (Alíq. 4%) 
41,61% (Alíq. 7%) 
34% (Alíq 12%)",34%
18.2,26.001.00,8711,Bicicletas e outros ciclos (incluídos os triciclos) com propulsão de motor elétrico auxiliar assistido pela força humana.,"46,18% (Alíq. 4%) 
41,61% (Alíq. 7%) 
34% (Alíq 12%)",34%
